"Animal_ID","Test_Date","Sex","Line","Birth_Date","Age_at_Test","Age_Months","Weight","YM_Distance","YM_Mean_speed","YM_Spontaneous_alternations","YM_Total_arm_entries","YM_Alternating_Arm_Returns","YM_Same_Arm_Returns","YM_Prct_Spontaneous_Alternations","YM_Prct_Alternating_Arm_Returns"
53189,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,50.88,5.176,0.011,5,16,6,16,36,43
53189,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,51.01,9.134,0.019,13,18,3,18,81,19
53189,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,7.412,0.015,10,19,5,19,59,29
53189,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,30.94,1.959,0.004,1,5,2,5,33,67
53191,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,31.86,11.391,0.024,17,27,8,27,68,32
53191,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,33.47,15.709,0.033,19,33,12,33,61,39
53191,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,28.12,0.059,1,28,11,28,4,42
53195,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,36.48,3.998,0.008,4,10,4,10,50,50
53195,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,36.83,6.029,0.013,6,14,4,14,50,33
53195,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,5.353,0.011,4,10,3,10,50,38
53195,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,36.15,6.788,0.014,7,15,2,15,54,15
53195,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,3.429,0.007,6,9,1,9,86,14
53195,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,29.2,5.449,0.011,11,15,2,15,85,15
53196,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,37.55,7.485,0.016,11,22,9,22,55,45
53196,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,45,9.266,0.019,9,21,7,20,47,37
53196,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,14.07,0.029,18,24,3,24,82,14
53196,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,38.23,8.041,0.017,14,25,7,25,61,30
53196,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,10.203,0.021,10,27,11,27,40,44
53196,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,43.59,10.213,0.021,14,28,11,28,54,42
53197,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,34.71,4.746,0.01,5,13,5,13,45,45
53197,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,34,9.033,0.019,12,18,4,18,75,25
53197,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,9.459,0.02,7,15,6,15,54,46
53197,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,32.09,9.941,0.021,9,20,7,20,50,39
53197,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,7.064,0.015,9,18,7,18,56,44
53197,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,32.44,8.164,0.017,15,21,3,21,79,16
53198,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,38.01,6.152,0.013,9,19,8,19,53,47
53198,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,39.72,8.531,0.018,9,18,7,18,56,44
53198,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,10.515,0.022,7,18,7,18,44,44
53198,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,40.98,6.96,0.014,11,19,6,19,65,35
53198,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,8.291,0.017,12,22,8,22,60,40
53198,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,37.82,5.8,0.012,7,18,4,18,44,25
53199,"2023-11-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",19.7437582128778,20,38.3,4.976,0.01,7,16,4,16,50,29
53199,"2023-12-18","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.6636005256242,21,37.05,7.82,0.016,10,17,5,17,67,33
53199,"2024-01-23","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8462549277267,22,NA,8.741,0.018,4,17,9,17,27,60
53199,"2024-03-20","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",23.718791064389,24,45.4,12.491,0.026,17,26,5,26,71,21
53199,"2024-04-10","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.4086727989487,24,NA,9.131,0.019,14,23,7,23,67,33
53199,"2024-05-15","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.5584756898817,26,40.2,11.581,0.024,14,27,10,27,56,40
53200,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,33.5,0.948,0.002,0,0,0,0,0,0
53200,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,22.656,0.047,0,54,50,54,0,96
53201,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,32.3,7.716,0.016,8,15,5,15,62,38
53201,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,7.652,0.016,13,22,7,22,65,35
53201,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,11.332,0.024,7,21,8,21,37,42
53201,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,16.059,0.033,15,28,11,28,58,42
53201,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,16.059,0.033,15,28,11,28,58,42
53202,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,36.4,3.866,0.008,2,8,6,8,33,100
53202,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,0.62,0.001,0,0,0,0,0,0
53202,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,6.849,0.014,0,6,4,6,0,100
53202,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,0.29,0.001,0,1,0,1,0,0
53202,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,0.29,0.001,0,1,0,1,0,0
53202,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,33.4,0.233,0,0,0,0,0,0,0
53202,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,36.23,3.467,0.007,7,9,0,9,100,0
53203,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,32.9,5.875,0.012,5,11,4,11,56,44
53203,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,6.488,0.014,10,17,5,17,67,33
53203,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,4.723,0.01,1,6,3,6,25,75
53203,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,0.855,0.002,0,1,0,1,0,0
53203,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,0.855,0.002,0,1,0,1,0,0
53203,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,33.5,6.183,0.013,2,10,5,10,25,63
53203,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,32.62,5.439,0.011,5,13,5,13,45,45
53204,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,38.9,2.018,0.004,0,0,0,0,0,0
53204,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,8.664,0.018,8,16,6,16,57,43
53204,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,8.609,0.018,5,10,3,10,63,38
53204,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,8.514,0.018,6,13,5,13,55,45
53204,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,8.514,0.018,6,13,5,13,55,45
53204,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,36.2,4.886,0.01,3,10,3,10,38,38
53205,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,40.3,6.059,0.013,6,10,2,10,75,25
53205,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,9.206,0.019,10,19,7,19,59,41
53205,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,8.419,0.018,6,10,2,10,75,25
53205,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,4.143,0.009,2,5,1,5,67,33
53205,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,4.143,0.009,2,5,1,5,67,33
53205,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,40.4,8.295,0.017,9,13,2,13,82,18
53205,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,40.15,7.264,0.015,5,20,11,20,28,61
53205,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,43.9,5.957,0.012,8,12,2,12,80,20
53205,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",28.2851511169514,28,39.67,4.68,0.01,8,12,2,12,80,20
53206,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,33.7,10.48,0.022,20,18,14,18,125,88
53206,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,7.885,0.016,8,19,5,19,47,29
53206,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,8.345,0.017,10,15,1,15,77,8
53206,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,11.115,0.023,8,16,6,16,57,43
53206,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,11.115,0.023,8,16,6,16,57,43
53206,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,32.7,16.623,0.035,19,29,8,29,70,30
53206,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,31.44,8.937,0.019,10,25,9,25,43,39
53206,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,33,14.483,0.03,21,27,4,27,84,16
53206,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",28.2851511169514,28,32.18,10.767,0.022,18,25,3,25,78,13
53207,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,45.8,11.777,0.025,13,24,9,24,59,41
53207,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,14.568,0.03,14,30,11,30,50,39
53207,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,13.898,0.029,11,23,10,23,52,48
53207,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,11.39,0.024,10,20,6,20,56,33
53207,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,11.39,0.024,10,20,6,20,56,33
53207,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,46.5,5.865,0.012,3,9,3,9,43,43
53207,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,45.49,8.699,0.018,15,26,4,26,63,17
53208,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,28.5,11.307,0.024,16,19,12,19,94,71
53208,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,8.72,0.018,9,17,5,17,60,33
53208,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,8.623,0.018,11,17,3,17,73,20
53208,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,5.573,0.012,1,10,7,10,13,88
53208,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,5.573,0.012,1,10,7,10,13,88
53208,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,27.1,5.315,0.011,6,11,1,11,67,11
53208,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,26.2,6.295,0.013,15,19,2,19,88,12
53208,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,25.3,7.713,0.016,11,15,0,15,85,0
53208,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",28.2851511169514,28,25.02,6.272,0.013,11,18,3,18,69,19
53209,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,41,1.198,0.002,0,0,0,0,0,0
53209,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,4.639,0.01,8,15,4,15,62,31
53209,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,7.804,0.016,7,11,1,11,78,11
53209,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,15.723,0.033,15,22,4,22,75,20
53209,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,15.723,0.033,15,22,4,22,75,20
53209,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,42.9,7.194,0.015,7,15,4,15,54,31
53209,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,42.17,3.676,0.008,6,10,2,10,75,25
53209,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,39.8,9.924,0.021,10,21,9,21,53,47
53209,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",28.2851511169514,28,39.42,8.252,0.017,10,24,9,24,45,41
53209,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",29.2049934296978,29,39.1,9.077,0.019,10,19,7,19,59,41
53211,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,38.3,10.1,0.021,8,20,6,20,44,33
53211,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,10.41,0.022,22,29,3,29,81,11
53211,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,12.981,0.027,19,26,5,26,79,21
53211,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,13.129,0.027,15,23,6,23,71,29
53211,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,13.129,0.027,15,23,6,23,71,29
53211,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,41.2,11.227,0.023,16,23,3,23,76,14
53211,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,41.19,7.683,0.016,10,20,8,20,56,44
53211,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,41.1,15.923,0.033,14,30,13,30,50,46
53211,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",28.2851511169514,28,41.6,10.63,0.022,12,24,9,24,55,41
53211,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",29.2049934296978,29,41.3,12.827,0.027,9,24,11,24,41,50
53211,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",30.880420499343,31,38.8,11.691,0.024,11,25,10,25,48,43
53212,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,39.3,9.064,0.019,26,19,14,19,153,82
53212,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,5.989,0.012,7,17,7,17,47,47
53212,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,5.381,0.011,4,12,5,12,40,50
53212,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,8.338,0.017,6,14,6,14,50,50
53212,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,8.338,0.017,6,14,6,14,50,50
53212,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,40.9,7.586,0.016,5,13,4,13,45,36
53212,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,40.37,8.305,0.017,5,21,13,21,26,68
53212,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,37.9,9.026,0.019,11,20,7,20,61,39
53212,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",28.2851511169514,28,36.52,7.36,0.015,7,18,3,18,44,19
53212,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",29.2049934296978,29,36.1,7.705,0.016,4,15,8,15,31,62
53212,"2024-10-24","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",30.880420499343,31,33,12.635,0.026,10,26,14,26,42,58
53213,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,39.8,10.493,0.022,9,20,9,20,50,50
53213,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,5.801,0.012,8,16,4,16,57,29
53213,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,13.088,0.027,11,20,6,20,61,33
53213,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,14.456,0.03,16,27,8,27,64,32
53213,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,14.456,0.03,16,27,8,27,64,32
53213,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,39.6,9.431,0.02,14,21,4,21,74,21
53213,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,41.43,2.195,0.005,1,5,2,5,33,67
53213,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,40.7,9.511,0.02,10,18,5,18,63,31
53213,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",28.2851511169514,28,36.65,7.518,0.016,8,18,3,18,50,19
53213,"2024-09-03","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",29.2049934296978,29,32.8,10.396,0.022,13,21,6,21,68,32
53214,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,37.7,8.431,0.018,20,18,14,18,125,88
53214,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,5.791,0.012,4,13,3,13,36,27
53214,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,7.952,0.017,5,12,3,12,50,30
53214,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,9.409,0.02,1,8,5,8,17,83
53214,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,9.409,0.02,1,8,5,8,17,83
53215,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,45.2,5.926,0.012,5,12,5,12,50,50
53215,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,5.787,0.012,7,17,6,17,47,40
53215,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,7.655,0.016,6,14,6,14,50,50
53215,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,10.827,0.023,8,15,5,15,62,38
53215,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,10.827,0.023,8,15,5,15,62,38
53215,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,43.1,8.91,0.019,10,17,4,17,67,27
53215,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,41.25,6.723,0.014,7,18,5,18,44,31
53215,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,38.8,5.033,0.01,6,10,2,10,75,25
53216,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,30.8,11.888,0.025,32,21,14,21,168,74
53216,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,13.071,0.027,12,25,8,25,52,35
53216,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,14.031,0.029,13,21,6,21,68,32
53216,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,13.8,0.029,10,21,9,21,53,47
53216,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,13.8,0.029,10,21,9,21,53,47
53216,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,29.8,9.022,0.019,9,15,4,15,69,31
53216,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,30.01,5.157,0.011,7,12,3,12,70,30
53217,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,30.7,2.188,0.005,0,4,2,4,0,100
53217,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,5.651,0.012,9,14,3,14,75,25
53217,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,10.969,0.023,12,20,4,20,67,22
53217,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,10.702,0.022,10,18,4,18,63,25
53217,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,10.702,0.022,10,18,4,18,63,25
53218,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,41.9,9.505,0.02,24,16,10,16,171,71
53218,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,9.295,0.019,9,21,8,21,47,42
53218,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,10.208,0.021,9,20,9,20,50,50
53218,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,14.197,0.03,13,29,8,29,48,30
53218,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,14.197,0.03,13,29,8,29,48,30
53218,"2024-04-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",24.6386333771353,25,41.4,12.55,0.026,14,25,7,25,61,30
53218,"2024-05-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",25.3285151116951,25,39.27,7.091,0.015,10,20,6,20,56,33
53218,"2024-07-08","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",27.3324572930355,27,32.6,14.374,0.03,16,28,8,28,62,31
53218,"2024-08-06","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",28.2851511169514,28,33.56,5.87,0.012,8,15,2,15,62,15
53219,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,65.1,0.821,0.002,0,3,1,3,0,100
53219,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,0.069,0,0,0,0,0,0,0
53219,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,4.478,0.009,0,5,3,5,0,100
53220,"2023-12-12","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",20.4664914586071,20,45.1,5.007,0.01,8,7,4,7,160,80
53220,"2024-01-17","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.6491458607096,22,NA,4.319,0.009,2,11,3,11,22,33
53220,"2024-01-22","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",21.8134034165572,22,NA,9.998,0.021,10,15,3,15,77,23
53220,"2024-02-21","Female","(CByB6F1/J x C3D2F1/J)/J","2022-03-29",22.7989487516426,23,NA,8.743,0.018,2,12,8,12,20,80
